grid_id_encoded,temp,wspd,rhum,brightness,frp,confidence,fire_occurred
91,19.0,8.3,50,319.13,4.01,n,1
91,19.0,8.3,50,318.33,2.73,n,1
91,19.0,8.3,50,344.26,4.01,n,1
91,19.0,8.3,50,322.22,2.73,n,1
91,19.0,8.3,50,333.86,5.34,n,1
91,19.0,8.3,50,350.48,5.34,n,1
89,22.2,12.4,50,310.42,14.49,n,1
91,19.0,8.3,50,307.61,0.89,n,1
92,19.0,8.3,50,295.29,2.24,n,1
89,22.2,12.4,50,343.3,14.49,n,1
91,19.0,8.3,50,322.01,2.24,n,1
92,19.0,8.3,50,325.11,2.24,n,1
92,19.0,8.3,50,352.92,10.19,n,1
89,22.2,12.4,50,304.96,2.41,n,1
91,19.0,8.3,50,302.49,0.89,n,1
92,19.0,8.3,50,310.15,10.19,n,1
89,22.2,12.4,50,302.14,0.79,n,1
91,19.0,8.3,50,299.32,1.39,n,1
91,19.0,8.3,50,301.04,1.24,n,1
91,19.0,8.3,50,302.61,1.52,n,1
76,19.0,8.3,50,314.46,1.39,n,1
76,19.0,8.3,50,301.9,0.93,n,1
89,22.2,12.4,50,314.78,1.61,n,1
89,22.2,12.4,50,305.5,1.61,n,1
89,22.2,12.4,50,325.88,4.84,n,1
74,22.2,12.4,50,298.59,1.1,n,1
76,19.0,4.7,50,316.93,1.76,n,1
91,19.0,8.3,50,300.23,1.45,n,1
76,19.0,4.7,50,317.15,2.07,n,1
92,19.0,8.3,50,303.91,1.31,n,1
92,19.0,8.3,50,304.73,1.57,n,1
92,19.0,8.3,50,317.54,1.57,n,1
91,19.0,8.3,50,305.48,1.45,n,1
92,19.0,8.3,50,313.84,2.47,n,1
136,20.3,8.6,50,301.45,1.02,n,1
136,20.3,8.6,50,297.14,1.07,n,1
139,20.3,8.6,50,319.15,1.59,n,1
139,20.3,8.6,50,342.78,10.88,n,1
146,20.3,8.6,50,320.15,2.15,n,1
146,20.3,8.6,50,300.71,1.78,n,1
146,20.3,8.6,50,306.15,74.03,n,1
147,20.3,8.6,50,311.92,1.9,n,1
147,20.3,8.6,50,305.99,1.59,n,1
147,20.3,8.6,50,350.31,13.54,n,1
147,20.3,8.6,50,303.84,1.19,n,1
147,20.3,8.6,50,322.4,8.22,n,1
147,20.3,8.6,50,314.28,1.5,n,1
147,20.3,8.6,50,303.41,13.54,n,1
146,20.3,8.6,50,299.28,3.77,n,1
146,20.3,8.6,50,316.57,3.77,n,1
146,20.3,8.6,50,335.88,74.03,n,1
146,20.3,8.6,50,367.0,74.03,h,1
146,20.3,8.6,50,305.27,1.5,n,1
146,20.3,8.6,50,313.45,3.24,n,1
146,20.3,8.6,50,303.76,2.21,n,1
146,20.3,8.6,50,340.37,3.24,n,1
139,20.3,8.6,50,311.4,40.42,l,1
74,23.3,12.2,50,336.97,8.81,n,1
139,20.3,8.6,50,344.7,50.5,n,1
65,19.9,10.1,50,341.81,13.85,n,1
77,19.9,10.1,50,343.9,5.91,n,1
76,19.9,10.1,50,345.25,5.91,n,1
76,19.9,10.1,50,342.2,4.31,n,1
77,19.9,10.1,50,342.51,4.84,n,1
76,19.9,10.1,50,335.26,4.31,n,1
76,19.0,4.7,50,339.45,5.44,n,1
92,19.0,8.3,50,343.15,11.34,n,1
92,19.0,8.3,50,341.34,11.34,n,1
74,23.3,12.2,50,344.17,8.6,n,1
91,19.0,8.3,50,355.19,9.94,n,1
91,19.0,8.3,50,337.35,9.94,n,1
92,19.0,8.3,50,342.5,7.58,n,1
91,19.0,8.3,50,345.67,17.39,n,1
91,19.0,8.3,50,341.3,4.56,n,1
92,19.0,8.3,50,354.08,45.15,n,1
92,19.0,8.3,50,354.74,17.12,n,1
92,19.0,8.3,50,340.74,17.12,n,1
92,19.0,8.3,50,330.54,1.92,n,1
89,22.2,12.4,50,332.25,6.46,l,1
103,22.2,12.4,50,344.84,18.73,n,1
104,19.0,8.3,50,347.96,9.6,n,1
103,22.2,12.4,50,338.43,6.3,n,1
103,22.2,12.4,50,354.07,19.32,n,1
103,22.2,12.4,50,341.84,15.15,n,1
104,19.0,8.3,50,341.47,10.31,n,1
103,22.2,12.4,50,343.39,10.47,n,1
103,22.2,12.4,50,342.56,24.26,n,1
103,23.3,12.2,50,344.2,35.33,n,1
112,23.3,12.2,50,354.8,26.06,n,1
102,22.8,9.2,50,298.61,0.56,n,1
103,22.8,9.2,50,297.5,1.59,n,1
103,22.8,9.2,50,304.28,0.73,n,1
91,19.8,11.1,50,303.86,3.36,n,1
103,22.8,9.2,50,309.46,0.73,n,1
103,22.8,9.2,50,300.58,2.11,n,1
103,22.8,9.2,50,331.58,6.27,n,1
103,22.8,9.2,50,324.62,3.55,n,1
103,22.8,9.2,50,338.09,3.55,n,1
76,20.4,9.4,50,301.33,0.93,n,1
74,23.0,9.7,50,305.5,0.78,n,1
74,19.8,11.1,50,316.81,1.7,n,1
77,20.4,9.4,50,298.33,0.66,n,1
76,20.4,9.4,50,308.73,1.25,n,1
74,23.0,9.7,50,302.39,0.78,n,1
114,20.4,9.4,50,309.96,0.82,n,1
77,20.4,9.4,50,314.65,1.47,n,1
103,22.8,9.2,50,329.71,1.42,n,1
103,22.8,9.2,50,306.84,1.02,n,1
92,19.8,11.1,50,331.4,5.46,n,1
92,19.8,11.1,50,302.36,1.31,n,1
92,19.8,11.1,50,327.31,1.31,n,1
92,19.8,11.1,50,304.3,1.93,n,1
92,19.8,11.1,50,342.55,9.41,n,1
91,19.8,11.1,50,322.41,11.31,n,1
91,19.8,11.1,50,296.58,0.26,n,1
103,22.8,9.2,50,304.42,1.02,n,1
103,22.8,9.2,50,304.76,1.42,n,1
103,22.8,9.2,50,300.46,0.68,n,1
103,22.8,9.2,50,343.98,6.27,n,1
104,23.0,9.7,50,317.47,1.35,n,1
104,23.0,9.7,50,300.2,1.35,n,1
104,19.8,11.1,50,305.8,5.89,n,1
104,19.8,11.1,50,341.63,22.04,n,1
103,23.0,9.7,50,308.84,1.38,n,1
104,23.0,9.7,50,300.51,2.46,n,1
104,19.8,11.1,50,297.68,2.46,n,1
103,23.0,9.7,50,325.61,1.38,n,1
104,19.8,11.1,50,331.31,2.46,n,1
104,19.8,11.1,50,330.15,2.46,n,1
103,22.8,9.2,50,304.2,1.38,n,1
103,22.8,9.2,50,322.21,1.59,n,1
104,19.8,11.1,50,330.15,2.11,n,1
103,22.8,9.2,50,301.56,1.59,n,1
103,22.8,9.2,50,297.95,3.17,n,1
103,22.8,9.2,50,295.84,0.73,n,1
104,19.8,11.1,50,319.12,2.11,n,1
103,22.8,9.2,50,329.99,1.59,n,1
103,22.8,9.2,50,326.2,3.17,n,1
103,22.8,9.2,50,329.48,3.17,n,1
103,22.8,9.2,50,302.62,0.68,n,1
147,20.9,9.4,50,298.44,0.46,n,1
25,19.7,6.1,50,305.04,0.73,n,1
80,20.4,9.4,50,303.22,0.68,n,1
65,20.4,9.4,50,306.52,0.67,n,1
65,20.4,9.4,50,296.32,0.33,n,1
77,20.4,9.4,50,297.0,0.67,n,1
102,22.8,9.2,50,304.12,1.01,n,1
103,22.8,9.2,50,296.24,1.01,n,1
103,22.8,9.2,50,295.82,1.42,n,1
103,22.8,9.2,50,296.04,0.78,n,1
103,22.8,9.2,50,311.11,0.88,n,1
76,19.7,6.1,50,298.89,0.87,n,1
76,19.7,6.1,50,301.03,0.89,n,1
76,19.7,6.1,50,304.06,0.51,n,1
76,19.7,6.1,50,295.0,0.51,n,1
91,19.8,11.1,50,301.91,0.69,n,1
92,19.8,11.1,50,296.58,0.61,n,1
91,19.8,11.1,50,312.98,1.71,n,1
89,22.8,9.2,50,347.67,8.35,n,1
89,22.8,9.2,50,340.4,9.67,n,1
91,19.8,11.1,50,303.42,0.65,n,1
91,19.8,11.1,50,295.81,0.65,n,1
91,19.8,11.1,50,296.52,0.63,n,1
91,19.8,11.1,50,306.69,0.63,n,1
89,22.8,9.2,50,315.71,9.67,n,1
89,22.8,9.2,50,340.72,8.35,n,1
91,19.8,11.1,50,299.98,0.73,n,1
91,19.8,11.1,50,303.24,0.65,n,1
91,19.8,11.1,50,303.48,0.65,n,1
91,19.8,11.1,50,315.1,1.67,n,1
92,19.8,11.1,50,301.73,2.77,n,1
103,22.8,9.2,50,299.64,0.87,n,1
103,22.8,9.2,50,303.17,1.07,n,1
102,22.8,9.2,50,329.36,2.31,n,1
91,19.8,11.1,50,298.55,0.83,n,1
92,19.8,11.1,50,300.28,1.0,n,1
91,19.8,11.1,50,341.12,11.31,n,1
112,23.0,9.7,50,299.15,1.0,n,1
112,23.0,9.7,50,310.42,1.0,n,1
104,23.0,9.7,50,315.81,1.0,n,1
104,23.0,9.7,50,344.59,5.89,n,1
104,23.0,9.7,50,308.31,1.35,n,1
104,23.0,9.7,50,317.46,1.35,n,1
92,19.8,11.1,50,306.98,2.27,n,1
92,19.8,11.1,50,340.09,2.77,n,1
92,19.8,11.1,50,331.58,2.27,n,1
92,19.8,11.1,50,298.7,1.31,n,1
92,19.8,11.1,50,322.78,5.46,n,1
104,19.8,11.1,50,348.17,5.89,n,1
80,20.4,9.4,50,333.73,3.36,l,1
104,19.8,11.1,50,350.19,12.36,n,1
103,22.8,9.2,50,343.56,30.6,n,1
103,22.8,9.2,50,335.82,3.21,n,1
103,22.8,9.2,50,336.48,8.33,n,1
104,19.8,11.1,50,346.3,10.58,n,1
103,22.8,9.2,50,347.66,9.46,n,1
103,22.8,9.2,50,343.52,22.33,n,1
103,22.8,9.2,50,334.45,6.88,n,1
102,22.8,9.2,50,333.83,8.46,n,1
104,19.8,11.1,50,345.08,44.43,l,1
103,22.8,9.2,50,355.74,22.75,n,1
102,22.8,9.2,50,335.26,8.46,n,1
74,22.8,9.2,50,342.85,69.13,l,1
92,19.8,11.1,50,332.31,3.79,l,1
89,22.8,9.2,50,354.84,15.72,n,1
91,19.8,11.1,50,338.33,11.34,l,1
89,22.8,9.2,50,353.94,11.96,n,1
91,19.8,11.1,50,336.87,7.56,l,1
74,19.8,11.1,50,343.0,21.65,n,1
74,23.0,9.7,50,340.41,50.09,n,1
104,23.0,9.7,50,350.88,36.5,n,1
104,23.0,9.7,50,344.45,21.15,n,1
104,23.0,9.7,50,351.51,36.5,n,1
104,23.0,9.7,50,353.57,22.96,n,1
104,23.0,9.7,50,354.96,22.96,n,1
112,23.0,9.7,50,337.0,13.44,l,1
112,23.7,12.2,50,318.38,1.98,n,1
112,23.7,12.2,50,314.4,1.5,n,1
104,23.7,12.2,50,309.4,1.78,n,1
104,23.7,12.2,50,309.71,1.78,n,1
104,23.7,12.2,50,345.76,8.4,n,1
104,23.7,12.2,50,311.15,1.78,n,1
112,23.7,12.2,50,306.87,2.34,n,1
112,23.7,12.2,50,303.77,1.98,n,1
104,23.7,12.2,50,330.62,2.34,n,1
104,23.7,12.2,50,316.05,2.34,n,1
104,23.7,12.2,50,334.13,6.12,n,1
103,23.7,12.2,50,296.64,0.66,n,1
104,19.8,10.3,50,301.66,1.46,n,1
103,23.1,6.0,50,336.3,8.27,n,1
103,23.1,6.0,50,332.19,8.27,n,1
103,23.1,6.0,50,298.37,0.92,n,1
103,23.1,6.0,50,297.79,0.93,n,1
103,23.1,6.0,50,297.66,1.19,n,1
103,23.1,6.0,50,308.54,1.19,n,1
103,23.1,6.0,50,299.14,1.07,n,1
103,23.1,6.0,50,352.45,9.23,n,1
103,23.1,6.0,50,329.43,3.08,n,1
103,23.1,6.0,50,353.26,21.75,n,1
103,23.1,6.0,50,334.85,21.75,n,1
103,23.1,6.0,50,329.06,4.05,n,1
102,23.1,6.0,50,297.63,5.83,n,1
103,23.1,6.0,50,298.07,3.08,n,1
102,23.1,6.0,50,335.22,5.83,n,1
103,23.1,6.0,50,297.21,9.23,n,1
103,23.1,6.0,50,302.0,1.29,n,1
102,23.1,6.0,50,295.22,0.32,n,1
92,19.8,10.3,50,296.77,1.83,n,1
92,19.8,10.3,50,342.92,6.0,n,1
91,19.8,10.3,50,296.4,0.51,n,1
92,19.8,10.3,50,308.01,0.83,n,1
92,19.8,10.3,50,296.2,0.83,n,1
92,19.8,10.3,50,307.78,0.83,n,1
92,19.8,10.3,50,301.93,1.72,n,1
91,19.8,10.3,50,299.96,0.86,n,1
114,23.7,12.2,50,301.26,0.56,n,1
114,23.7,12.2,50,297.62,0.43,n,1
74,23.1,6.0,50,333.27,3.39,n,1
74,23.1,6.0,50,302.97,0.97,n,1
74,19.8,10.3,50,301.34,0.63,n,1
74,19.8,10.3,50,307.81,1.87,n,1
76,20.1,9.0,50,295.87,0.78,n,1
74,19.8,10.3,50,299.72,0.87,n,1
74,19.8,10.3,50,309.95,1.42,n,1
147,21.3,9.7,50,312.95,1.4,n,1
74,23.1,6.0,50,334.65,10.44,l,1
74,23.7,12.2,50,335.37,10.44,l,1
103,23.1,6.0,50,354.63,27.08,n,1
103,23.1,6.0,50,341.56,25.16,n,1
103,23.1,6.0,50,335.67,4.04,n,1
104,19.8,10.3,50,345.05,19.02,n,1
103,23.1,6.0,50,347.17,4.58,n,1
103,23.1,6.0,50,337.1,6.34,n,1
104,23.7,12.2,50,343.09,6.04,n,1
103,23.1,6.0,50,354.11,33.64,n,1
103,23.1,6.0,50,343.36,33.64,n,1
103,23.1,6.0,50,333.22,33.64,n,1
74,23.1,6.0,50,349.9,10.44,l,1
92,19.8,10.3,50,344.75,5.89,n,1
89,23.1,6.0,50,340.16,9.94,n,1
74,19.8,10.3,50,349.86,8.99,n,1
91,19.8,10.3,50,337.36,15.87,l,1
91,19.8,10.3,50,336.18,6.12,l,1
103,23.1,6.0,50,352.24,17.3,n,1
103,23.1,6.0,50,334.59,17.3,n,1
104,19.8,10.3,50,336.72,1.76,n,1
103,23.1,6.0,50,356.2,27.08,n,1
103,23.1,6.0,50,347.29,17.3,n,1
104,19.8,10.3,50,349.05,10.02,n,1
103,23.1,6.0,50,335.6,3.97,n,1
89,23.1,6.0,50,345.39,9.94,n,1
136,21.3,9.7,50,342.39,16.7,l,1
80,20.1,9.0,50,330.45,2.98,l,1
74,23.7,12.2,50,348.02,34.5,n,1
103,20.0,12.9,50,305.22,1.11,n,1
103,20.0,12.9,50,332.15,2.4,n,1
103,20.0,12.9,50,316.6,5.84,n,1
103,20.0,12.9,50,302.18,2.4,n,1
102,20.0,12.9,50,342.73,6.28,n,1
103,20.0,12.9,50,327.03,5.84,n,1
103,20.0,12.9,50,327.1,3.83,n,1
102,20.0,12.9,50,304.08,6.28,n,1
103,20.0,12.9,50,297.02,5.84,n,1
103,20.0,12.9,50,313.14,3.83,n,1
103,20.0,12.9,50,300.55,2.4,n,1
103,20.0,12.9,50,295.46,2.4,n,1
103,20.0,12.9,50,315.41,2.28,n,1
103,20.0,12.9,50,311.68,2.28,n,1
102,20.0,12.9,50,296.48,1.18,n,1
103,20.0,12.9,50,304.26,1.25,n,1
103,20.0,12.9,50,302.67,1.25,n,1
103,20.0,12.9,50,297.15,0.89,n,1
74,20.0,12.9,50,295.42,0.78,n,1
91,18.2,8.6,50,313.14,2.77,n,1
92,18.2,8.6,50,301.39,6.12,n,1
103,20.0,12.9,50,333.08,3.83,n,1
103,20.0,12.9,50,345.6,5.84,n,1
102,20.0,12.9,50,348.13,6.28,n,1
92,18.2,8.6,50,337.08,6.12,n,1
103,20.0,12.9,50,297.86,1.29,n,1
103,20.0,12.9,50,301.35,1.29,n,1
92,18.2,8.6,50,299.07,1.16,n,1
103,20.0,12.9,50,342.43,6.13,n,1
103,20.0,12.9,50,296.73,6.46,n,1
103,20.0,12.9,50,300.63,6.13,n,1
103,20.0,12.9,50,301.33,3.6,n,1
103,20.0,12.9,50,303.21,3.6,n,1
103,20.0,12.9,50,315.04,5.34,n,1
102,20.0,12.9,50,326.09,6.46,n,1
103,20.0,12.9,50,332.17,6.13,n,1
103,20.0,12.9,50,301.95,6.13,n,1
92,18.2,8.6,50,297.71,1.36,n,1
91,18.2,8.6,50,321.74,4.86,n,1
91,18.2,8.6,50,299.32,3.93,n,1
102,20.0,12.9,50,333.77,7.54,n,1
103,20.0,12.9,50,345.53,7.54,n,1
103,20.0,12.9,50,304.62,4.07,n,1
103,20.0,12.9,50,297.93,4.07,n,1
102,20.0,12.9,50,297.37,7.54,n,1
91,18.2,8.6,50,298.73,2.68,n,1
91,18.2,8.6,50,296.99,2.68,n,1
91,18.2,8.6,50,319.6,2.68,n,1
102,20.0,12.9,50,331.51,10.51,n,1
103,20.0,12.9,50,335.8,3.28,n,1
103,20.0,12.9,50,334.12,3.28,n,1
103,20.0,12.9,50,350.56,10.63,n,1
103,20.0,12.9,50,344.6,6.85,n,1
89,20.0,12.9,50,338.71,5.77,n,1
103,20.0,12.9,50,342.32,4.98,n,1
103,20.0,12.9,50,347.05,46.89,n,1
92,18.2,8.6,50,355.36,11.02,n,1
103,20.0,12.9,50,346.31,64.88,n,1
102,20.0,12.9,50,355.61,21.75,n,1
103,20.0,12.9,50,355.63,64.88,n,1
102,15.3,12.7,50,302.43,3.11,n,1
103,15.3,12.7,50,297.21,1.39,n,1
102,15.3,12.7,50,302.65,2.23,n,1
103,15.3,12.7,50,308.11,2.41,n,1
103,15.3,12.7,50,304.16,3.28,n,1
102,15.3,12.7,50,312.86,3.28,n,1
102,15.3,12.7,50,342.55,6.7,n,1
103,15.3,12.7,50,312.67,3.4,n,1
102,15.3,12.7,50,305.99,2.23,n,1
102,15.3,12.7,50,329.86,2.23,n,1
102,15.3,12.7,50,322.57,4.79,n,1
103,15.3,12.7,50,306.51,2.23,n,1
91,17.6,13.1,50,367.0,6.09,h,1
103,15.3,12.7,50,307.65,1.54,n,1
91,17.6,13.1,50,298.71,3.88,n,1
91,17.6,13.1,50,301.29,6.09,n,1
91,17.6,13.1,50,301.14,3.88,n,1
103,16.1,11.8,50,298.04,0.65,n,1
103,16.1,11.8,50,302.51,1.2,n,1
102,16.1,11.8,50,307.07,1.4,n,1
103,16.1,11.8,50,297.22,0.81,n,1
80,17.8,7.6,50,310.19,1.13,n,1
98,17.8,7.6,50,295.2,0.59,n,1
98,17.8,7.6,50,307.7,1.23,n,1
114,17.8,7.6,50,307.68,1.35,n,1
91,16.9,9.4,50,299.6,2.55,n,1
91,16.9,9.4,50,327.95,2.55,n,1
160,18.5,13.3,50,304.56,1.52,n,1
8,14.5,10.8,50,297.42,0.33,n,1
44,17.8,7.6,50,311.96,1.25,n,1
80,17.8,7.6,50,310.99,1.06,n,1
8,14.5,10.8,50,297.29,0.5,n,1
144,19.0,8.3,50,302.52,1.35,n,1
23,17.8,7.6,50,367.0,17.26,h,1
98,18.2,7.9,50,305.17,0.65,n,1
36,18.7,12.2,50,297.08,0.4,n,1
44,18.2,7.9,50,315.48,1.18,n,1
13,18.2,7.9,50,298.23,0.47,n,1
8,14.6,9.7,50,302.14,0.68,n,1
160,18.6,11.9,50,307.54,1.57,n,1
157,19.2,7.6,50,307.15,1.23,n,1
144,19.2,7.6,50,316.73,1.37,n,1
152,19.2,7.6,50,301.62,1.16,n,1
149,18.6,11.9,50,299.67,0.14,n,1
134,19.2,7.6,50,311.6,1.12,n,1
103,16.8,6.5,50,304.06,0.78,n,1
103,16.8,6.5,50,301.26,1.86,n,1
103,16.8,6.5,50,297.8,0.78,n,1
103,16.8,6.5,50,316.25,1.71,n,1
92,17.9,9.1,50,305.11,0.87,n,1
114,18.7,12.2,50,322.46,1.98,n,1
98,18.2,7.9,50,314.52,1.29,n,1
80,18.2,7.9,50,312.12,1.48,n,1
44,18.2,7.9,50,331.11,1.98,l,1
103,16.8,6.5,50,347.13,95.87,n,1
98,18.4,7.2,50,296.53,0.65,n,1
53,18.4,7.2,50,296.39,0.37,n,1
80,18.4,7.2,50,310.66,1.46,n,1
103,16.2,7.6,50,305.55,1.5,n,1
103,16.2,7.6,50,302.28,0.96,n,1
103,16.2,7.6,50,297.08,0.82,n,1
114,18.1,15.5,50,295.92,0.88,n,1
114,18.1,15.5,50,308.3,1.08,n,1
103,16.2,7.6,50,299.96,0.95,n,1
103,16.2,7.6,50,303.08,1.05,n,1
98,18.8,8.3,50,305.94,0.77,n,1
114,20.3,16.2,50,299.55,0.77,n,1
80,18.8,8.3,50,302.84,1.11,n,1
157,19.8,9.7,50,301.2,1.84,n,1
160,18.8,15.8,50,308.37,1.94,n,1
160,18.8,15.8,50,302.88,2.13,n,1
44,18.5,6.5,50,296.38,0.63,n,1
25,18.0,5.8,50,296.83,0.53,n,1
80,18.5,6.5,50,297.67,0.7,n,1
98,18.5,6.5,50,298.86,0.7,n,1
114,23.4,12.2,50,299.04,0.96,n,1
80,18.5,6.5,50,297.36,0.53,n,1
98,18.5,6.5,50,301.07,0.69,n,1
98,19.8,7.2,50,305.62,0.64,n,1
80,19.8,7.2,50,307.64,1.3,n,1
114,24.3,9.7,50,308.11,1.01,n,1
80,21.6,7.6,50,309.67,1.21,n,1
44,21.6,7.6,50,319.71,1.31,n,1
13,21.6,7.6,50,299.4,0.35,n,1
53,21.6,7.6,50,302.88,0.61,n,1
107,16.9,9.7,50,300.65,0.5,n,1
98,21.6,7.6,50,301.64,0.31,n,1
98,21.6,7.6,50,312.62,1.33,n,1
114,25.7,7.6,50,315.19,1.71,n,1
80,19.8,8.3,50,308.44,0.61,n,1
44,19.8,8.3,50,317.42,0.98,n,1
53,19.8,8.3,50,302.05,0.4,n,1
98,19.8,8.3,50,301.84,0.75,n,1
98,19.8,8.3,50,317.07,0.81,n,1
91,21.6,10.3,50,297.31,0.56,n,1
103,28.0,12.6,50,298.16,0.43,n,1
53,18.7,7.9,50,298.82,0.46,n,1
44,18.7,7.9,50,298.89,0.68,n,1
98,18.7,7.9,50,309.2,0.71,n,1
98,18.7,7.9,50,299.49,0.48,n,1
44,18.7,7.9,50,299.74,0.55,n,1
151,18.8,9.0,50,298.95,0.51,n,1
114,24.6,9.0,50,301.61,0.84,n,1
98,19.3,6.1,50,308.27,0.86,n,1
98,19.3,6.1,50,303.91,0.67,n,1
76,19.3,6.1,50,299.92,0.7,n,1
98,19.3,6.1,50,299.64,0.29,n,1
80,19.3,6.1,50,296.19,0.39,n,1
44,19.3,6.1,50,311.38,0.81,n,1
25,21.1,7.6,50,304.28,0.53,n,1
13,19.3,6.1,50,298.01,0.18,n,1
12,19.3,6.1,50,304.6,0.23,n,1
156,18.8,9.0,50,299.15,0.67,n,1
151,18.8,9.0,50,303.92,0.39,n,1
144,18.8,9.0,50,310.97,0.86,n,1
134,18.8,9.0,50,305.17,0.37,n,1
80,19.3,6.1,50,297.68,0.5,n,1
160,17.7,11.5,50,302.67,1.69,n,1
44,19.3,6.1,50,299.97,0.78,n,1
12,19.3,6.1,50,298.24,0.6,n,1
98,19.3,6.1,50,301.34,0.96,n,1
80,19.1,9.0,50,295.03,0.62,n,1
144,18.5,7.9,50,297.31,0.38,n,1
144,18.5,7.9,50,296.61,0.65,n,1
44,19.1,9.0,50,311.25,1.16,n,1
144,18.5,7.9,50,301.22,0.24,n,1
114,24.7,7.6,50,301.04,1.16,n,1
98,19.1,9.0,50,304.96,0.84,n,1
80,19.1,9.0,50,299.7,0.75,n,1
25,22.1,5.1,50,305.19,0.7,n,1
44,19.1,7.9,50,316.56,2.01,n,1
44,19.1,7.9,50,316.99,1.23,n,1
114,25.5,13.0,50,312.95,1.74,n,1
98,19.1,7.9,50,310.51,1.12,n,1
98,19.1,7.9,50,313.31,1.71,n,1
98,19.1,7.9,50,302.22,0.62,n,1
80,19.1,7.9,50,306.78,0.8,n,1
8,15.6,18.2,50,298.1,0.75,n,1
157,18.6,7.9,50,300.21,0.76,n,1
144,18.6,7.9,50,298.95,0.5,n,1
114,24.8,10.1,50,302.84,1.24,n,1
98,20.1,5.8,50,306.67,0.97,n,1
98,20.1,5.8,50,300.6,0.22,n,1
53,20.1,5.8,50,300.53,0.39,n,1
80,20.1,5.8,50,304.29,0.77,n,1
36,24.8,10.1,50,298.73,0.61,n,1
44,20.1,5.8,50,306.07,1.36,n,1
13,20.1,5.8,50,299.48,0.35,n,1
149,16.9,11.2,50,299.57,0.24,n,1
144,18.6,7.9,50,308.2,0.77,n,1
157,18.6,7.9,50,301.14,1.16,n,1
53,22.9,5.4,50,296.25,0.23,n,1
114,24.8,9.0,50,310.66,1.82,n,1
98,22.9,5.4,50,312.3,1.2,n,1
98,22.9,5.4,50,303.57,0.67,n,1
80,22.9,5.4,50,313.56,1.19,n,1
44,22.9,5.4,50,315.85,1.84,n,1
36,24.8,9.0,50,299.55,0.59,n,1
13,22.9,5.4,50,304.18,0.44,n,1
8,16.8,9.6,50,300.51,0.62,n,1
144,18.6,5.0,50,315.43,1.37,n,1
144,18.6,5.0,50,313.07,1.6,n,1
134,18.6,5.0,50,309.46,1.12,n,1
171,17.8,9.4,50,338.93,1.36,n,1
114,27.8,6.5,50,301.83,1.1,n,1
98,24.2,6.1,50,305.72,1.18,n,1
80,24.2,6.1,50,304.01,0.76,n,1
160,18.0,11.5,50,302.05,1.43,n,1
144,20.4,6.8,50,306.84,0.84,n,1
134,20.4,6.8,50,301.06,0.53,n,1
44,24.2,6.1,50,306.3,1.78,n,1
160,18.0,11.5,50,301.45,1.28,n,1
134,20.4,6.8,50,299.05,0.66,n,1
144,20.4,6.8,50,298.62,1.24,n,1
160,18.2,8.3,50,305.45,1.38,n,1
98,25.7,7.9,50,304.36,2.29,n,1
80,25.7,7.9,50,299.11,0.59,n,1
43,25.7,7.9,50,302.46,0.81,n,1
156,20.7,6.1,50,345.62,23.64,n,1
157,20.7,6.1,50,344.04,17.83,n,1
157,20.7,6.1,50,303.05,17.83,n,1
156,20.7,6.1,50,322.77,7.76,n,1
157,20.7,6.1,50,367.0,6.32,h,1
157,20.7,6.1,50,301.49,6.32,n,1
144,20.7,6.1,50,299.57,0.7,n,1
157,20.7,6.1,50,322.73,13.23,n,1
157,20.7,6.1,50,305.82,13.23,n,1
157,20.7,6.1,50,334.56,17.04,n,1
157,20.7,6.1,50,367.0,13.23,h,1
157,20.7,6.1,50,310.72,17.04,n,1
134,20.7,6.1,50,298.11,0.47,n,1
114,28.8,9.7,50,309.08,0.67,n,1
44,25.7,7.9,50,309.91,0.94,n,1
80,25.7,7.9,50,305.46,0.74,n,1
144,20.7,6.1,50,299.87,0.62,n,1
8,28.5,5.0,50,301.75,0.43,n,1
44,24.1,9.0,50,319.65,1.94,n,1
80,24.1,9.0,50,303.65,0.75,n,1
53,24.1,9.0,50,302.41,0.35,n,1
98,24.1,9.0,50,305.95,0.7,n,1
98,24.1,9.0,50,305.26,1.08,n,1
114,29.6,15.8,50,317.58,1.6,n,1
98,24.1,9.0,50,312.61,1.08,n,1
144,19.6,9.0,50,305.53,0.8,n,1
123,27.7,6.0,50,345.27,75.17,n,1
123,27.7,6.0,50,367.0,75.17,h,1
123,27.7,6.0,50,355.76,178.02,n,1
123,27.7,6.0,50,340.73,112.37,n,1
123,27.7,6.0,50,355.63,112.37,n,1
123,27.7,6.0,50,347.75,106.88,n,1
123,27.7,6.0,50,367.0,112.37,l,1
123,27.7,6.0,50,312.87,106.88,l,1
123,27.7,6.0,50,308.99,77.16,l,1
123,27.7,6.0,50,367.0,112.37,h,1
123,27.7,6.0,50,367.0,178.02,h,1
123,27.7,6.0,50,341.96,178.02,n,1
123,27.7,6.0,50,334.04,77.16,n,1
44,23.4,7.2,50,310.55,0.95,n,1
114,23.4,7.2,50,318.58,1.86,n,1
123,27.1,5.2,50,298.18,0.34,n,1
123,27.1,5.2,50,299.89,0.34,n,1
144,19.9,7.6,50,303.3,0.71,n,1
13,23.4,7.2,50,301.92,0.59,n,1
80,23.4,7.2,50,317.68,1.66,n,1
25,25.8,4.7,50,302.6,0.68,n,1
53,23.4,7.2,50,306.85,0.35,n,1
98,23.4,7.2,50,320.35,1.38,n,1
